device_id,operating_system,os_version,device_category
DEV004279,Android,12,Mid-range
DEV004280,Android,14,Budget
DEV004281,Android,11,Mid-range
DEV004282,Android,11,Mid-range
DEV004283,iOS,16.5,Premium
DEV004284,Android,11,Mid-range
DEV004285,Android,11,Mid-range
DEV004286,Android,14,Mid-range
DEV004287,Android,12,Budget
DEV004288,iOS,17.2,Mid-range
DEV004289,Android,13,Budget
DEV004290,Android,11,Budget
DEV004291,iOS,17.2,Premium
DEV004292,Android,12,Mid-range
DEV004293,Android,11,Budget
DEV004294,Android,12,Budget
DEV004295,Android,13,Budget
DEV004296,Android,12,Mid-range
DEV004297,Android,12,Mid-range
DEV004298,Android,12,Budget
DEV004299,Android,12,Budget
DEV004300,Android,12,Budget
DEV004301,Android,11,Budget
DEV004302,Android,11,Mid-range
DEV004303,Android,11,Mid-range
DEV004304,iOS,16.5,Budget
DEV004305,Android,11,Premium
DEV004306,Android,12,Budget
DEV004307,Android,11,Budget
DEV004308,Android,13,Premium
DEV004309,Android,12,Mid-range
DEV004310,Android,12,Mid-range
DEV004311,Android,12,Budget
DEV004312,Android,13,Budget
DEV004313,Android,12,Premium
DEV004314,Android,11,Mid-range
DEV004315,Android,11,Mid-range
DEV004316,iOS,16.5,Mid-range
DEV004317,Android,11,Mid-range
DEV004318,iOS,16.5,Budget
DEV004319,Android,12,Budget
DEV004320,Android,13,Premium
DEV004321,Android,11,Mid-range
DEV004322,Android,11,Budget
DEV004323,Android,13,Budget
DEV004324,iOS,16.5,Premium
DEV004325,iOS,16.5,Premium
DEV004326,iOS,16.5,Mid-range
DEV004327,Android,13,Premium
DEV004328,Android,11,Mid-range
DEV004329,iOS,16.5,Mid-range
DEV004330,Android,11,Mid-range
DEV004331,Android,13,Budget
DEV004332,Android,11,Mid-range
DEV004333,Android,14,Mid-range
DEV004334,Android,13,Budget
DEV004335,Android,13,Premium
DEV004336,iOS,17.2,Budget
DEV004337,Android,14,Budget
DEV004338,Android,14,Mid-range
DEV004339,Android,12,Budget
DEV004340,Android,11,Budget
DEV004341,Android,13,Premium
DEV004342,Android,14,Mid-range
DEV004343,Android,13,Mid-range
DEV004344,Android,12,Budget
DEV004345,Android,13,Mid-range
DEV004346,Android,11,Budget
DEV004347,Android,11,Budget
DEV004348,Android,11,Premium
DEV004349,iOS,16.5,Budget
DEV004350,Android,14,Mid-range
DEV004351,Android,11,Mid-range
DEV004352,Android,12,Budget
DEV004353,Android,12,Mid-range
DEV004354,Android,12,Budget
DEV004355,Android,13,Mid-range
DEV004356,Android,13,Mid-range
DEV004357,Android,13,Budget
DEV004358,Android,11,Mid-range
DEV004359,Android,14,Budget
DEV004360,iOS,17.2,Budget
DEV004361,iOS,17.2,Mid-range
DEV004362,iOS,17.2,Mid-range
DEV004363,Android,14,Budget
DEV004364,Android,13,Budget
DEV004365,Android,13,Premium
DEV004366,Android,13,Mid-range
DEV004367,Android,14,Budget
DEV004368,Android,12,Mid-range
DEV004369,Android,14,Mid-range
DEV004370,Android,11,Budget
DEV004371,Android,13,Budget
DEV004372,iOS,16.5,Budget
DEV004373,Android,11,Budget
DEV004374,iOS,16.5,Budget
DEV004375,Android,12,Mid-range
DEV004376,Android,13,Budget
DEV004377,Android,11,Budget
DEV004378,Android,12,Mid-range
DEV004379,Android,11,Budget
DEV004380,Android,11,Premium
DEV004381,iOS,17.2,Budget
DEV004382,Android,12,Mid-range
DEV004383,Android,14,Mid-range
DEV004384,Android,12,Budget
DEV004385,Android,14,Mid-range
DEV004386,Android,13,Budget
DEV004387,Android,11,Budget
DEV004388,Android,11,Mid-range
DEV004389,Android,11,Premium
DEV004390,iOS,17.2,Budget
DEV004391,Android,13,Budget
DEV004392,Android,13,Budget
DEV004393,Android,12,Mid-range
DEV004394,Android,12,Budget
DEV004395,Android,12,Budget
DEV004396,Android,11,Mid-range
DEV004397,Android,13,Budget
DEV004398,Android,14,Budget
DEV004399,Android,12,Mid-range
DEV004400,Android,14,Budget
DEV004401,iOS,16.5,Budget
DEV004402,Android,12,Budget
DEV004403,Android,13,Budget
DEV004404,iOS,16.5,Budget
DEV004405,iOS,16.5,Mid-range
DEV004406,Android,11,Budget
DEV004407,Android,11,Budget
DEV004408,iOS,17.2,Budget
DEV004409,Android,13,Budget
DEV004410,iOS,16.5,Premium
DEV004411,iOS,16.5,Mid-range
DEV004412,Android,11,Mid-range
DEV004413,Android,13,Mid-range
DEV004414,Android,11,Mid-range
DEV004415,Android,12,Mid-range
DEV004416,Android,12,Budget
DEV004417,iOS,16.5,Mid-range
DEV004418,iOS,16.5,Mid-range
DEV004419,Android,13,Budget
DEV004420,Android,11,Premium
DEV004421,Android,11,Mid-range
DEV004422,Android,12,Budget
DEV004423,Android,13,Mid-range
DEV004424,Android,12,Budget
DEV004425,Android,13,Premium
DEV004426,Android,12,Budget
DEV004427,iOS,17.2,Budget
DEV004428,Android,12,Budget
DEV004429,Android,12,Mid-range
DEV004430,Android,12,Mid-range
DEV004431,Android,12,Mid-range
DEV004432,Android,13,Budget
DEV004433,Android,12,Mid-range
DEV004434,Android,12,Mid-range
DEV004435,Android,14,Budget
DEV004436,Android,13,Mid-range
DEV004437,Android,13,Mid-range
DEV004438,Android,13,Mid-range
DEV004439,Android,11,Budget
DEV004440,iOS,17.2,Budget
DEV004441,Android,13,Premium
DEV004442,iOS,16.5,Budget
DEV004443,Android,12,Mid-range
DEV004444,iOS,16.5,Mid-range
DEV004445,Android,12,Budget
DEV004446,iOS,16.5,Premium
DEV004447,iOS,16.5,Budget
DEV004448,Android,14,Budget
DEV004449,Android,11,Premium
DEV004450,Android,13,Budget
DEV004451,Android,11,Premium
DEV004452,Android,12,Mid-range
DEV004453,Android,13,Budget
DEV004454,Android,14,Premium
DEV004455,Android,11,Budget
DEV004456,Android,11,Budget
DEV004457,Android,13,Mid-range
DEV004458,Android,11,Budget
DEV004459,Android,13,Mid-range
DEV004460,Android,13,Budget
DEV004461,Android,12,Budget
DEV004462,Android,14,Mid-range
DEV004463,Android,12,Budget
DEV004464,iOS,16.5,Budget
DEV004465,Android,14,Mid-range
DEV004466,Android,11,Mid-range
DEV004467,Android,13,Premium
DEV004468,Android,13,Mid-range
DEV004469,iOS,16.5,Mid-range
DEV004470,Android,13,Mid-range
DEV004471,Android,11,Premium
DEV004472,Android,12,Premium
DEV004473,Android,11,Budget
DEV004474,Android,13,Budget
DEV004475,Android,11,Mid-range
DEV004476,Android,13,Mid-range
DEV004477,Android,14,Mid-range
DEV004478,Android,12,Mid-range
DEV004479,Android,14,Budget
DEV004480,Android,14,Mid-range
DEV004481,Android,11,Budget
DEV004482,Android,11,Mid-range
DEV004483,Android,14,Budget
DEV004484,Android,12,Mid-range
DEV004485,Android,11,Mid-range
DEV004486,Android,14,Budget
DEV004487,Android,13,Mid-range
DEV004488,Android,11,Budget
DEV004489,iOS,17.2,Mid-range
DEV004490,Android,13,Mid-range
DEV004491,Android,11,Budget
DEV004492,iOS,16.5,Budget
DEV004493,Android,12,Budget
DEV004494,Android,12,Budget
DEV004495,Android,14,Mid-range
DEV004496,iOS,17.2,Mid-range
DEV004497,Android,11,Mid-range
DEV004498,Android,13,Budget
DEV004499,Android,14,Budget
DEV004500,Android,13,Budget
DEV004501,Android,13,Premium
DEV004502,Android,12,Budget
DEV004503,Android,12,Premium
DEV004504,Android,11,Mid-range
DEV004505,iOS,16.5,Mid-range
DEV004506,Android,13,Mid-range
DEV004507,Android,11,Premium
DEV004508,Android,12,Mid-range
DEV004509,Android,13,Premium
DEV004510,Android,12,Mid-range
DEV004511,Android,12,Budget
DEV004512,iOS,16.5,Mid-range
DEV004513,iOS,16.5,Mid-range
DEV004514,Android,12,Budget
DEV004515,Android,13,Budget
DEV004516,Android,11,Mid-range
DEV004517,Android,12,Mid-range
DEV004518,Android,11,Premium
DEV004519,Android,12,Premium
DEV004520,Android,14,Budget
DEV004521,Android,11,Budget
DEV004522,iOS,16.5,Budget
DEV004523,Android,12,Budget
DEV004524,Android,11,Budget
DEV004525,Android,14,Budget
DEV004526,Android,12,Budget
DEV004527,iOS,16.5,Mid-range
DEV004528,Android,11,Budget
DEV004529,Android,13,Budget
DEV004530,iOS,16.5,Mid-range
DEV004531,iOS,16.5,Premium
DEV004532,Android,11,Budget
DEV004533,Android,14,Premium
DEV004534,Android,12,Mid-range
DEV004535,Android,12,Budget
DEV004536,iOS,16.5,Mid-range
DEV004537,Android,13,Mid-range
DEV004538,Android,13,Budget
DEV004539,Android,14,Budget
DEV004540,iOS,16.5,Budget
DEV004541,Android,11,Budget
DEV004542,Android,11,Budget
DEV004543,Android,12,Budget
DEV004544,Android,12,Mid-range
DEV004545,iOS,16.5,Mid-range
DEV004546,Android,11,Mid-range
DEV004547,iOS,16.5,Premium
DEV004548,Android,14,Budget
DEV004549,Android,12,Budget
DEV004550,iOS,17.2,Mid-range
DEV004551,Android,13,Mid-range
DEV004552,Android,12,Budget
DEV004553,Android,11,Mid-range
DEV004554,Android,13,Budget
DEV004555,Android,11,Mid-range
DEV004556,Android,12,Premium
DEV004557,Android,12,Mid-range
DEV004558,Android,12,Budget
DEV004559,iOS,16.5,Premium
DEV004560,Android,13,Budget
DEV004561,Android,13,Budget
DEV004562,Android,11,Mid-range
DEV004563,Android,12,Mid-range
DEV004564,iOS,16.5,Mid-range
DEV004565,Android,13,Budget
DEV004566,Android,14,Budget
DEV004567,iOS,16.5,Budget
DEV004568,Android,14,Budget
DEV004569,Android,12,Mid-range
DEV004570,Android,12,Mid-range
DEV004571,Android,11,Mid-range
DEV004572,Android,12,Mid-range
DEV004573,Android,12,Budget
DEV004574,Android,14,Mid-range
DEV004575,Android,11,Mid-range
DEV004576,Android,13,Budget
DEV004577,iOS,17.2,Premium
DEV004578,Android,13,Mid-range
DEV004579,Android,12,Budget
DEV004580,Android,12,Budget
DEV004581,iOS,16.5,Budget
DEV004582,iOS,17.2,Mid-range
DEV004583,Android,12,Budget
DEV004584,Android,12,Mid-range
DEV004585,Android,11,Mid-range
DEV004586,iOS,17.2,Budget
DEV004587,Android,11,Premium
DEV004588,Android,12,Mid-range
DEV004589,Android,11,Budget
DEV004590,Android,12,Premium
DEV004591,iOS,17.2,Mid-range
DEV004592,Android,11,Mid-range
DEV004593,Android,11,Premium
DEV004594,Android,12,Premium
DEV004595,Android,13,Mid-range
DEV004596,Android,12,Mid-range
DEV004597,Android,12,Mid-range
DEV004598,Android,12,Mid-range
DEV004599,Android,11,Budget
DEV004600,Android,12,Budget
DEV004601,Android,13,Mid-range
DEV004602,Android,12,Mid-range
DEV004603,Android,13,Mid-range
DEV004604,Android,12,Mid-range
DEV004605,iOS,16.5,Premium
DEV004606,iOS,17.2,Mid-range
DEV004607,Android,11,Mid-range
DEV004608,Android,13,Mid-range
DEV004609,Android,12,Mid-range
DEV004610,iOS,16.5,Budget
DEV004611,Android,12,Mid-range
DEV004612,Android,11,Budget
DEV004613,Android,12,Budget
DEV004614,Android,12,Budget
DEV004615,Android,11,Mid-range
DEV004616,Android,11,Premium
DEV004617,iOS,16.5,Mid-range
DEV004618,Android,14,Mid-range
DEV004619,Android,13,Budget
DEV004620,Android,12,Budget
DEV004621,Android,12,Premium
DEV004622,Android,12,Mid-range
DEV004623,Android,14,Mid-range
DEV004624,Android,11,Premium
DEV004625,Android,12,Budget
DEV004626,Android,11,Budget
DEV004627,Android,14,Mid-range
DEV004628,Android,13,Budget
DEV004629,iOS,17.2,Premium
DEV004630,Android,11,Premium
DEV004631,Android,11,Mid-range
DEV004632,Android,14,Mid-range
DEV004633,Android,13,Budget
DEV004634,Android,13,Premium
DEV004635,Android,11,Premium
DEV004636,Android,12,Mid-range
DEV004637,Android,11,Mid-range
DEV004638,Android,12,Mid-range
DEV004639,Android,14,Mid-range
DEV004640,Android,13,Budget
DEV004641,Android,13,Premium
DEV004642,Android,11,Budget
DEV004643,Android,12,Mid-range
DEV004644,Android,13,Budget
DEV004645,Android,13,Premium
DEV004646,Android,11,Budget
DEV004647,Android,13,Budget
DEV004648,Android,12,Mid-range
DEV004649,Android,12,Budget
DEV004650,iOS,16.5,Budget
DEV004651,Android,12,Budget
DEV004652,Android,14,Mid-range
DEV004653,Android,14,Mid-range
DEV004654,Android,12,Premium
DEV004655,Android,13,Mid-range
DEV004656,Android,13,Budget
DEV004657,Android,12,Mid-range
DEV004658,Android,11,Budget
DEV004659,iOS,16.5,Budget
DEV004660,Android,12,Budget
DEV004661,Android,14,Budget
DEV004662,Android,12,Budget
DEV004663,Android,11,Premium
DEV004664,Android,11,Mid-range
DEV004665,Android,12,Budget
DEV004666,iOS,16.5,Mid-range
DEV004667,Android,11,Budget
DEV004668,Android,11,Mid-range
DEV004669,Android,13,Budget
DEV004670,iOS,17.2,Premium
DEV004671,Android,12,Mid-range
DEV004672,Android,12,Budget
DEV004673,Android,13,Premium
DEV004674,Android,11,Budget
DEV004675,Android,11,Mid-range
DEV004676,Android,11,Premium
DEV004677,Android,11,Budget
DEV004678,Android,12,Budget
DEV004679,Android,13,Premium
DEV004680,Android,12,Mid-range
DEV004681,iOS,17.2,Budget
DEV004682,Android,13,Budget
DEV004683,Android,13,Mid-range
DEV004684,Android,12,Budget
DEV004685,Android,11,Budget
DEV004686,Android,13,Premium
DEV004687,Android,12,Budget
DEV004688,Android,13,Mid-range
DEV004689,Android,12,Mid-range
DEV004690,iOS,17.2,Mid-range
DEV004691,iOS,16.5,Mid-range
DEV004692,Android,13,Mid-range
DEV004693,Android,13,Mid-range
DEV004694,Android,12,Mid-range
DEV004695,Android,12,Mid-range
DEV004696,Android,11,Budget
DEV004697,Android,11,Mid-range
DEV004698,Android,13,Budget
DEV004699,Android,14,Mid-range
DEV004700,iOS,17.2,Budget
DEV004701,Android,11,Budget
DEV004702,Android,12,Mid-range
DEV004703,Android,12,Budget
DEV004704,Android,13,Budget
DEV004705,Android,14,Budget
DEV004706,Android,12,Budget
DEV004707,Android,12,Mid-range
DEV004708,Android,14,Premium
DEV004709,Android,13,Budget
DEV004710,Android,13,Mid-range
DEV004711,Android,11,Budget
DEV004712,Android,13,Premium
DEV004713,iOS,16.5,Budget
DEV004714,iOS,16.5,Mid-range
DEV004715,Android,14,Budget
DEV004716,Android,12,Budget
DEV004717,Android,14,Mid-range
DEV004718,iOS,17.2,Mid-range
DEV004719,Android,11,Budget
DEV004720,Android,12,Budget
DEV004721,Android,13,Budget
DEV004722,Android,13,Premium
DEV004723,iOS,17.2,Premium
DEV004724,Android,12,Mid-range
DEV004725,Android,12,Premium
DEV004726,iOS,16.5,Budget
DEV004727,Android,13,Budget
DEV004728,Android,11,Mid-range
DEV004729,Android,13,Budget
DEV004730,Android,14,Mid-range
DEV004731,Android,13,Budget
DEV004732,Android,13,Budget
DEV004733,Android,13,Mid-range
DEV004734,Android,14,Premium
DEV004735,Android,11,Budget
DEV004736,Android,13,Budget
DEV004737,Android,11,Budget
DEV004738,Android,11,Budget
DEV004739,Android,13,Mid-range
DEV004740,Android,11,Budget
DEV004741,iOS,16.5,Budget
DEV004742,iOS,16.5,Premium
DEV004743,iOS,16.5,Premium
DEV004744,Android,12,Mid-range
DEV004745,Android,11,Premium
DEV004746,Android,11,Budget
DEV004747,Android,13,Mid-range
DEV004748,Android,12,Budget
DEV004749,Android,11,Mid-range
DEV004750,Android,11,Premium
DEV004751,Android,14,Premium
DEV004752,iOS,17.2,Mid-range
DEV004753,Android,12,Budget
DEV004754,Android,12,Mid-range
DEV004755,Android,13,Premium
DEV004756,Android,12,Mid-range
DEV004757,Android,11,Budget
DEV004758,Android,12,Budget
DEV004759,Android,13,Premium
DEV004760,Android,13,Mid-range
DEV004761,Android,11,Budget
DEV004762,iOS,17.2,Budget
DEV004763,Android,11,Budget
DEV004764,Android,14,Budget
DEV004765,Android,11,Budget
DEV004766,Android,13,Mid-range
DEV004767,iOS,16.5,Mid-range
DEV004768,Android,12,Mid-range
DEV004769,Android,11,Mid-range
DEV004770,iOS,16.5,Budget
DEV004771,Android,12,Premium
DEV004772,iOS,16.5,Mid-range
DEV004773,Android,14,Budget
DEV004774,Android,12,Budget
DEV004775,Android,12,Premium
DEV004776,Android,13,Budget
DEV004777,iOS,16.5,Mid-range
DEV004778,Android,11,Premium
DEV004779,Android,11,Budget
DEV004780,Android,13,Mid-range
DEV004781,Android,12,Premium
DEV004782,Android,11,Mid-range
DEV004783,Android,11,Mid-range
DEV004784,Android,12,Budget
DEV004785,Android,12,Budget
DEV004786,Android,13,Mid-range
DEV004787,Android,12,Budget
DEV004788,Android,12,Mid-range
DEV004789,Android,12,Mid-range
DEV004790,Android,12,Mid-range
DEV004791,Android,13,Premium
DEV004792,Android,11,Budget
DEV004793,Android,11,Budget
DEV004794,Android,11,Budget
DEV004795,Android,11,Mid-range
DEV004796,Android,13,Budget
DEV004797,Android,11,Mid-range
DEV004798,iOS,16.5,Budget
DEV004799,Android,11,Mid-range
DEV004800,Android,12,Budget
DEV004801,Android,13,Mid-range
DEV004802,Android,11,Mid-range
DEV004803,Android,13,Mid-range
DEV004804,Android,12,Premium
DEV004805,Android,11,Budget
DEV004806,Android,11,Budget
DEV004807,iOS,16.5,Budget
DEV004808,Android,11,Mid-range
DEV004809,Android,12,Budget
DEV004810,Android,12,Budget
DEV004811,Android,13,Premium
DEV004812,Android,13,Premium
DEV004813,Android,13,Mid-range
DEV004814,Android,11,Budget
DEV004815,Android,14,Mid-range
DEV004816,iOS,17.2,Mid-range
DEV004817,Android,12,Budget
DEV004818,Android,11,Budget
DEV004819,Android,12,Mid-range
DEV004820,Android,12,Mid-range
DEV004821,iOS,17.2,Budget
DEV004822,Android,12,Budget
DEV004823,Android,11,Budget
DEV004824,Android,13,Premium
DEV004825,Android,14,Premium
DEV004826,iOS,16.5,Mid-range
DEV004827,Android,11,Mid-range
DEV004828,Android,13,Budget
DEV004829,iOS,17.2,Premium
DEV004830,Android,13,Budget
DEV004831,Android,12,Budget
DEV004832,Android,13,Premium
DEV004833,Android,12,Mid-range
DEV004834,Android,11,Premium
DEV004835,Android,13,Premium
DEV004836,iOS,16.5,Mid-range
DEV004837,iOS,16.5,Mid-range
DEV004838,iOS,17.2,Mid-range
DEV004839,Android,12,Mid-range
DEV004840,iOS,16.5,Budget
DEV004841,Android,12,Premium
DEV004842,Android,12,Budget
DEV004843,Android,12,Budget
DEV004844,Android,13,Mid-range
DEV004845,Android,12,Premium
DEV004846,Android,14,Budget
DEV004847,iOS,17.2,Mid-range
DEV004848,Android,13,Mid-range
DEV004849,Android,11,Premium
DEV004850,Android,13,Mid-range
DEV004851,Android,12,Budget
DEV004852,Android,14,Budget
DEV004853,Android,11,Budget
DEV004854,Android,13,Budget
DEV004855,Android,12,Mid-range
DEV004856,Android,13,Budget
DEV004857,Android,12,Budget
DEV004858,Android,12,Premium
DEV004859,Android,13,Mid-range
DEV004860,Android,11,Budget
DEV004861,Android,12,Premium
DEV004862,Android,11,Mid-range
DEV004863,Android,11,Budget
DEV004864,Android,12,Budget
DEV004865,Android,14,Mid-range
DEV004866,Android,12,Premium
DEV004867,Android,11,Budget
DEV004868,Android,12,Budget
DEV004869,Android,13,Mid-range
DEV004870,Android,12,Mid-range
DEV004871,Android,13,Budget
DEV004872,Android,11,Mid-range
DEV004873,Android,12,Budget
DEV004874,Android,13,Mid-range
DEV004875,Android,12,Budget
DEV004876,iOS,16.5,Mid-range
DEV004877,Android,11,Mid-range
DEV004878,Android,12,Premium
DEV004879,Android,13,Mid-range
DEV004880,Android,12,Mid-range
DEV004881,Android,12,Budget
DEV004882,Android,13,Premium
DEV004883,Android,12,Mid-range
DEV004884,Android,13,Budget
DEV004885,Android,11,Mid-range
DEV004886,Android,11,Mid-range
DEV004887,Android,13,Budget
DEV004888,Android,14,Budget
DEV004889,Android,12,Budget
DEV004890,Android,14,Premium
DEV004891,Android,12,Budget
DEV004892,Android,11,Mid-range
DEV004893,Android,13,Budget
DEV004894,Android,11,Budget
DEV004895,Android,12,Budget
DEV004896,Android,11,Mid-range
DEV004897,Android,13,Mid-range
DEV004898,Android,11,Budget
DEV004899,Android,11,Mid-range
DEV004900,Android,12,Budget
DEV004901,Android,13,Premium
DEV004902,Android,12,Budget
DEV004903,iOS,17.2,Budget
DEV004904,Android,12,Mid-range
DEV004905,Android,11,Budget
DEV004906,Android,13,Budget
DEV004907,Android,11,Budget
DEV004908,Android,12,Mid-range
DEV004909,Android,12,Budget
DEV004910,Android,11,Mid-range
DEV004911,iOS,17.2,Mid-range
DEV004912,Android,14,Mid-range
DEV004913,Android,14,Mid-range
DEV004914,iOS,16.5,Mid-range
DEV004915,Android,12,Mid-range
DEV004916,Android,11,Mid-range
DEV004917,Android,13,Budget
DEV004918,Android,13,Mid-range
DEV004919,Android,12,Budget
DEV004920,Android,13,Premium
DEV004921,Android,12,Mid-range
DEV004922,Android,12,Mid-range
DEV004923,Android,11,Mid-range
DEV004924,Android,12,Budget
DEV004925,Android,12,Mid-range
DEV004926,Android,11,Budget
DEV004927,Android,13,Premium
DEV004928,Android,13,Budget
DEV004929,iOS,16.5,Premium
DEV004930,Android,12,Mid-range
DEV004931,Android,12,Premium
DEV004932,Android,12,Premium
DEV004933,Android,12,Budget
DEV004934,Android,13,Budget
DEV004935,Android,11,Mid-range
DEV004936,Android,12,Mid-range
DEV004937,Android,12,Mid-range
DEV004938,Android,14,Budget
DEV004939,Android,14,Budget
DEV004940,Android,12,Premium
DEV004941,Android,13,Budget
DEV004942,Android,12,Mid-range
DEV004943,Android,13,Premium
DEV004944,Android,14,Mid-range
DEV004945,Android,11,Budget
DEV004946,iOS,17.2,Budget
DEV004947,Android,13,Mid-range
DEV004948,Android,11,Premium
DEV004949,Android,11,Budget
DEV004950,Android,11,Premium
DEV004951,Android,12,Mid-range
DEV004952,iOS,17.2,Mid-range
DEV004953,Android,13,Budget
DEV004954,iOS,16.5,Budget
DEV004955,iOS,16.5,Mid-range
DEV004956,Android,12,Budget
DEV004957,Android,13,Budget
DEV004958,Android,14,Budget
DEV004959,Android,14,Mid-range
DEV004960,Android,14,Premium
DEV004961,Android,12,Mid-range
DEV004962,Android,12,Premium
DEV004963,Android,13,Budget
DEV004964,Android,12,Mid-range
DEV004965,Android,12,Budget
DEV004966,Android,11,Mid-range
DEV004967,Android,14,Budget
DEV004968,Android,13,Mid-range
DEV004969,Android,13,Budget
DEV004970,Android,14,Premium
DEV004971,Android,12,Mid-range
DEV004972,Android,12,Budget
DEV004973,Android,11,Mid-range
DEV004974,iOS,16.5,Mid-range
DEV004975,Android,12,Mid-range
DEV004976,Android,13,Mid-range
DEV004977,Android,12,Mid-range
DEV004978,Android,13,Budget
DEV004979,Android,11,Mid-range
DEV004980,Android,12,Budget
DEV004981,Android,11,Mid-range
DEV004982,Android,12,Budget
DEV004983,Android,11,Mid-range
DEV004984,Android,12,Budget
DEV004985,iOS,16.5,Premium
DEV004986,Android,12,Mid-range
DEV004987,Android,11,Premium
DEV004988,iOS,17.2,Budget
DEV004989,Android,13,Premium
DEV004990,iOS,16.5,Mid-range
DEV004991,Android,12,Budget
DEV004992,Android,13,Budget
DEV004993,Android,12,Premium
DEV004994,Android,12,Budget
DEV004995,Android,12,Budget
DEV004996,Android,12,Mid-range
DEV004997,Android,11,Mid-range
DEV004998,Android,13,Premium
DEV004999,Android,13,Premium
DEV005000,Android,11,Budget
